time,RR,beat
9026.024,744,Q
9026.756,732,Q
9027.496,740,Q
9028.232,736,Q
9028.964,732,Q
9029.712,748,Q
9030.404,692,Q
9031.18,776,Q
9031.932,752,Q
9032.676,744,Q
9033.404,728,Q
9034.172,768,Q
9034.888,716,Q
9035.692,804,Q
9036.48,788,Q
9037.268,788,Q
9037.976,708,Q
9038.848,872,Q
9039.696,848,Q
9040.552,856,Q
9041.324,772,Q
9042.112,788,Q
9043.096,984,Q
9044.004,908,Q
9044.884,880,Q
9045.752,868,Q
9046.632,880,Q
9047.396,764,Q
9048.328,932,Q
9049.052,724,Q
9050.028,976,Q
9050.912,884,Q
9051.776,864,Q
9052.768,992,Q
9053.484,716,Q
9054.48,996,Q
9055.488,1008,Q
9056.448,960,Q
9057.436,988,Q
9058.208,772,Q
9059.276,1068,Q
9060.264,988,Q
9061.224,960,Q
9062.18,956,Q
9063.132,952,Q
9063.888,756,Q
9064.956,1068,Q
9065.932,976,Q
9066.896,964,Q
9067.784,888,Q
9068.76,976,Q
9069.628,868,Q
9070.616,988,Q
9071.504,888,Q
9072.396,892,Q
9073.164,768,Q
9074.104,940,Q
9074.932,828,Q
9075.884,952,Q
9076.924,1040,Q
9077.692,768,Q
9078.644,952,Q
9079.424,780,Q
9080.384,960,Q
9081.384,1000,Q
9082.132,748,Q
9083.076,944,Q
9083.896,820,Q
9084.824,928,Q
9085.744,920,Q
9086.596,852,Q
9087.552,956,Q
9088.544,992,Q
9089.3,756,Q
9090.196,896,Q
9091.096,900,Q
9092.024,928,Q
9093.048,1024,Q
9093.928,880,Q
9094.876,948,Q
9095.668,792,Q
9096.58,912,Q
9097.428,848,Q
9098.256,828,Q
9099.076,820,Q
9099.792,716,Q
9100.664,872,Q
9101.516,852,Q
9102.388,872,Q
9103.204,816,Q
9104.092,888,Q
9104.936,844,Q
9105.808,872,Q
9106.66,852,Q
9107.492,832,Q
9108.344,852,Q
9109.116,772,Q
9109.984,868,Q
9110.68,696,Q
9111.6,920,Q
9112.428,828,Q
9113.352,924,Q
9114.072,720,Q
9115.128,1056,Q
9115.94,812,Q
9116.892,952,Q
9117.696,804,Q
9118.696,1000,Q
9119.432,736,Q
9120.428,996,Q
9121.232,804,Q
9122.212,980,Q
9123.072,860,Q
9124.06,988,Q
9125.032,972,Q
9125.892,860,Q
9127.012,1120,Q
9127.808,796,Q
9128.8,992,Q
9129.64,840,Q
9130.616,976,Q
9131.532,916,Q
9132.416,884,Q
9133.44,1024,Q
9134.26,820,Q
9135.276,1016,Q
9136.06,784,Q
9137.064,1004,Q
9138.068,1004,Q
9139.068,1000,Q
9139.904,836,Q
9140.956,1052,Q
9142.196,1240,Q
9143.024,828,Q
9144.048,1024,Q
9144.776,728,Q
9146.056,1280,Q
9147.152,1096,Q
9148.272,1120,Q
9149.312,1040,Q
9150.34,1028,Q
9151.324,984,Q
9152.376,1052,Q
9153.392,1016,Q
9154.38,988,Q
9155.384,1004,Q
9156.352,968,Q
9157.332,980,Q
9158.268,936,Q
9159.192,924,Q
9160.1,908,Q
9161.056,956,Q
9162.012,956,Q
9162.924,912,Q
9163.832,908,Q
9164.852,1020,Q
9165.828,976,Q
9166.76,932,Q
9167.68,920,Q
9168.608,928,Q
9169.692,1084,Q
9170.744,1052,Q
9171.788,1044,Q
9172.792,1004,Q
9173.804,1012,Q
9174.772,968,Q
9175.692,920,Q
9176.48,788,Q
9177.44,960,Q
9178.388,948,Q
9179.4,1012,Q
9180.252,852,Q
9181.276,1024,Q
9182.28,1004,Q
9183.076,796,Q
9184.096,1020,Q
9184.944,848,Q
9185.972,1028,Q
9186.928,956,Q
9188.0,1072,Q
9188.952,952,Q
9190.228,1276,Q
9191.464,1236,Q
9192.62,1156,Q
9193.74,1120,Q
9194.844,1104,Q
9195.908,1064,Q
9197.004,1096,Q
9198.088,1084,Q
9199.02,932,Q
9200.224,1204,Q
9201.328,1104,Q
9202.396,1068,Q
9203.444,1048,Q
9204.532,1088,Q
9205.72,1188,Q
9206.812,1092,Q
9207.892,1080,Q
9208.96,1068,Q
9210.012,1052,Q
9211.08,1068,Q
9212.156,1076,Q
9213.028,872,Q
9214.204,1176,Q
9215.32,1116,Q
9216.356,1036,Q
9217.396,1040,Q
9218.448,1052,Q
9219.484,1036,Q
9220.532,1048,Q
9221.5,968,Q
9222.576,1076,Q
9223.552,976,Q
9224.616,1064,Q
9225.508,892,Q
9226.456,948,Q
9227.4,944,Q
9228.38,980,Q
9229.46,1080,Q
9230.3,840,Q
9231.344,1044,Q
9232.608,1264,Q
9233.776,1168,Q
9234.852,1076,Q
9235.976,1124,Q
9237.032,1056,Q
9238.116,1084,Q
9239.252,1136,Q
9240.332,1080,Q
9241.372,1040,Q
9242.44,1068,Q
9243.488,1048,Q
9244.52,1032,Q
9245.536,1016,Q
9246.544,1008,Q
9247.572,1028,Q
9248.58,1008,Q
9249.58,1000,Q
9250.548,968,Q
9251.524,976,Q
9252.416,892,Q
9253.476,1060,Q
9254.476,1000,Q
9255.46,984,Q
9256.46,1000,Q
9257.456,996,Q
9258.404,948,Q
9259.508,1104,Q
9260.564,1056,Q
9261.612,1048,Q
9262.532,920,Q
9263.664,1132,Q
9264.636,972,Q
9265.736,1100,Q
9266.652,916,Q
9267.66,1008,Q
9268.572,912,Q
9269.592,1020,Q
9270.592,1000,Q
9271.736,1144,Q
9272.88,1144,Q
9273.94,1060,Q
9274.948,1008,Q
9275.956,1008,Q
9276.876,920,Q
9277.852,976,Q
9278.804,952,Q
9279.788,984,Q
9280.648,860,Q
9281.724,1076,Q
9282.764,1040,Q
9283.78,1016,Q
9284.792,1012,Q
9285.796,1004,Q
9286.788,992,Q
9287.768,980,Q
9288.856,1088,Q
9289.856,1000,Q
9290.832,976,Q
9291.796,964,Q
9292.732,936,Q
9293.66,928,Q
9294.588,928,Q
9295.592,1004,Q
9296.608,1016,Q
9297.516,908,Q
9298.4,884,Q
9299.272,872,Q
9300.136,864,Q
9301.052,916,Q
9301.852,800,Q
9302.936,1084,Q
9303.992,1056,Q
9305.044,1052,Q
9306.072,1028,Q
9307.14,1068,Q
9308.156,1016,Q
9309.18,1024,Q
9310.192,1012,Q
9311.192,1000,Q
9312.024,832,Q
9313.08,1056,Q
9314.072,992,Q
9315.028,956,Q
9315.972,944,Q
9316.904,932,Q
9317.692,788,Q
9318.696,1004,Q
9319.476,780,Q
9320.488,1012,Q
9321.44,952,Q
9322.384,944,Q
9323.304,920,Q
9324.188,884,Q
9325.044,856,Q
9325.872,828,Q
9326.764,892,Q
9327.664,900,Q
9328.64,976,Q
9329.376,736,Q
9330.484,1108,Q
9331.628,1144,Q
9332.704,1076,Q
9333.74,1036,Q
9334.768,1028,Q
9335.928,1160,Q
9336.984,1056,Q
9338.028,1044,Q
9339.056,1028,Q
9340.084,1028,Q
9341.124,1040,Q
9342.156,1032,Q
9343.16,1004,Q
9344.176,1016,Q
9345.204,1028,Q
9346.22,1016,Q
9347.196,976,Q
9348.208,1012,Q
9349.072,864,Q
9350.012,940,Q
9350.92,908,Q
9351.816,896,Q
9353.0,1184,Q
9354.096,1096,Q
9355.144,1048,Q
9356.184,1040,Q
9357.092,908,Q
9358.14,1048,Q
9359.14,1000,Q
9360.128,988,Q
9361.076,948,Q
9362.04,964,Q
9363.104,1064,Q
9364.132,1028,Q
9365.124,992,Q
9366.112,988,Q
9367.108,996,Q
9368.208,1100,Q
9369.236,1028,Q
9370.264,1028,Q
9371.16,896,Q
9372.216,1056,Q
9373.2,984,Q
9374.084,884,Q
9375.092,1008,Q
9375.932,840,Q
9376.804,872,Q
9377.716,912,Q
9378.54,824,Q
9379.452,912,Q
9380.368,916,Q
9381.32,952,Q
9382.084,764,Q
9383.22,1136,Q
9383.996,776,Q
9385.02,1024,Q
9385.768,748,Q
9386.948,1180,Q
9388.052,1104,Q
9389.124,1072,Q
9390.172,1048,Q
9391.232,1060,Q
9392.256,1024,Q
9393.304,1048,Q
9394.316,1012,Q
9395.332,1016,Q
9396.316,984,Q
9397.304,988,Q
9398.28,976,Q
9399.22,940,Q
9400.14,920,Q
9401.044,904,Q
9401.964,920,Q
9402.916,952,Q
9403.684,768,Q
9404.724,1040,Q
9405.732,1008,Q
9406.772,1040,Q
9407.776,1004,Q
9408.736,960,Q
9409.704,968,Q
9410.764,1060,Q
9411.768,1004,Q
9412.772,1004,Q
9413.772,1000,Q
9414.78,1008,Q
9415.884,1104,Q
9416.94,1056,Q
9417.968,1028,Q
9418.976,1008,Q
9419.968,992,Q
9420.968,1000,Q
9422.012,1044,Q
9422.948,936,Q
9424.028,1080,Q
9425.064,1036,Q
9426.076,1012,Q
9427.06,984,Q
9428.02,960,Q
9429.072,1052,Q
9430.064,992,Q
9431.016,952,Q
9431.94,924,Q
9432.864,924,Q
9433.776,912,Q
9434.692,916,Q
9435.676,984,Q
9436.52,844,Q
9437.48,960,Q
9438.372,892,Q
9439.3,928,Q
9440.212,912,Q
9441.124,912,Q
9442.044,920,Q
9442.792,748,Q
9443.78,988,Q
9444.696,916,Q
9445.58,884,Q
9446.468,888,Q
9447.332,864,Q
9448.184,852,Q
9449.08,896,Q
9449.804,724,Q
9450.852,1048,Q
9451.856,1004,Q
9452.828,972,Q
9453.752,924,Q
9454.652,900,Q
9455.528,876,Q
9456.4,872,Q
9457.32,920,Q
9458.164,844,Q
9459.044,880,Q
9459.864,820,Q
9460.728,864,Q
9461.448,720,Q
9462.34,892,Q
9463.204,864,Q
9464.048,844,Q
9464.892,844,Q
9465.72,828,Q
9466.42,700,Q
9467.272,852,Q
9467.996,724,Q
9468.84,844,Q
9469.52,680,Q
9470.348,828,Q
9471.272,924,Q
9472.16,888,Q
9473.024,864,Q
9473.904,880,Q
9474.784,880,Q
9475.528,744,Q
9476.46,932,Q
9477.364,904,Q
9478.244,880,Q
9479.012,768,Q
9479.94,928,Q
9480.832,892,Q
9481.692,860,Q
9482.556,864,Q
9483.416,860,Q
9484.136,720,Q
9485.06,924,Q
9485.964,904,Q
9486.844,880,Q
9487.744,900,Q
9488.644,900,Q
9489.552,908,Q
9490.544,992,Q
9491.472,928,Q
9492.38,908,Q
9493.288,908,Q
9494.184,896,Q
9495.112,928,Q
9495.868,756,Q
9496.876,1008,Q
9497.752,876,Q
9498.668,916,Q
9499.44,772,Q
9500.368,928,Q
9501.272,904,Q
9502.232,960,Q
9502.964,732,Q
9503.88,916,Q
9504.644,764,Q
9505.58,936,Q
9506.332,752,Q
9507.264,932,Q
9508.028,764,Q
9508.96,932,Q
9509.7,740,Q
9510.628,928,Q
9511.372,744,Q
9512.308,936,Q
9513.096,788,Q
9514.016,920,Q
9514.928,912,Q
9515.748,820,Q
9516.764,1016,Q
9517.772,1008,Q
9518.528,756,Q
9519.452,924,Q
9520.288,836,Q
9521.232,944,Q
9522.152,920,Q
9522.992,840,Q
9523.964,972,Q
9524.984,1020,Q
9525.74,756,Q
9526.648,908,Q
9527.544,896,Q
9528.424,880,Q
9529.404,980,Q
9530.4,996,Q
9531.14,740,Q
9532.072,932,Q
9532.852,780,Q
9533.772,920,Q
9534.56,788,Q
9535.484,924,Q
9536.356,872,Q
9537.26,904,Q
9538.2,940,Q
9538.944,744,Q
9539.96,1016,Q
9540.684,724,Q
9541.64,956,Q
9542.396,756,Q
9543.348,952,Q
9544.096,748,Q
9545.044,948,Q
9545.76,716,Q
9546.736,976,Q
9547.46,724,Q
9548.448,988,Q
9549.208,760,Q
9550.188,980,Q
9550.96,772,Q
9551.928,968,Q
9552.744,816,Q
9553.724,980,Q
9554.592,868,Q
9555.556,964,Q
9556.508,952,Q
9557.348,840,Q
9558.4,1052,Q
9559.424,1024,Q
9560.176,752,Q
9561.096,920,Q
9562.008,912,Q
9562.9,892,Q
9563.904,1004,Q
9564.932,1028,Q
9565.716,784,Q
9566.668,952,Q
9567.584,916,Q
9568.5,916,Q
9569.512,1012,Q
9570.564,1052,Q
9571.336,772,Q
9572.28,944,Q
9573.2,920,Q
9574.068,868,Q
9575.076,1008,Q
9576.104,1028,Q
9576.876,772,Q
9577.804,928,Q
9578.72,916,Q
9579.568,848,Q
9580.564,996,Q
9581.544,980,Q
9582.28,736,Q
9583.244,964,Q
9583.992,748,Q
9584.968,976,Q
9585.696,728,Q
9586.668,972,Q
9587.408,740,Q
9588.38,972,Q
9589.152,772,Q
9590.12,968,Q
9590.932,812,Q
9591.896,964,Q
9592.82,924,Q
9593.756,936,Q
9594.724,968,Q
9595.468,744,Q
9596.48,1012,Q
9597.212,732,Q
9598.192,980,Q
9598.944,752,Q
9599.92,976,Q
9600.66,740,Q
9601.628,968,Q
9602.356,728,Q
9603.336,980,Q
9604.08,744,Q
9605.06,980,Q
9605.816,756,Q
9606.78,964,Q
9607.604,824,Q
9608.528,924,Q
9609.444,916,Q
9610.256,812,Q
9611.236,980,Q
9612.224,988,Q
9612.976,752,Q
9613.928,952,Q
9614.708,780,Q
9615.668,960,Q
9616.448,780,Q
9617.412,964,Q
9618.172,760,Q
9619.148,976,Q
9619.888,740,Q
9620.868,980,Q
9621.676,808,Q
9622.648,972,Q
9623.528,880,Q
9624.48,952,Q
9625.432,952,Q
9626.232,800,Q
9627.292,1060,Q
9628.024,732,Q
9629.036,1012,Q
9629.812,776,Q
9630.792,980,Q
9631.568,776,Q
9632.56,992,Q
9633.308,748,Q
9634.304,996,Q
9635.044,740,Q
9636.052,1008,Q
9636.828,776,Q
9637.832,1004,Q
9638.632,800,Q
9639.628,996,Q
9640.512,884,Q
9641.48,968,Q
9642.412,932,Q
9643.288,876,Q
9644.3,1012,Q
9645.088,788,Q
9646.052,964,Q
9647.072,1020,Q
9647.836,764,Q
9648.828,992,Q
9649.588,760,Q
9650.576,988,Q
9651.332,756,Q
9652.304,972,Q
9653.104,800,Q
9654.072,968,Q
9654.944,872,Q
9655.884,940,Q
9656.828,944,Q
9657.632,804,Q
9658.652,1020,Q
9659.664,1012,Q
9660.44,776,Q
9661.396,956,Q
9662.212,816,Q
9663.172,960,Q
9664.044,872,Q
9664.964,920,Q
9665.904,940,Q
9666.66,756,Q
9667.66,1000,Q
9668.636,976,Q
9669.376,740,Q
9670.312,936,Q
9671.2,888,Q
9672.124,924,Q
9673.008,884,Q
9673.884,876,Q
9674.952,1068,Q
9675.86,908,Q
9676.86,1000,Q
9677.608,748,Q
9678.356,748,Q
9679.064,708,Q
9680.188,1124,Q
9681.228,1040,Q
9682.2,972,Q
9683.248,1048,Q
9684.296,1048,Q
9685.084,788,Q
9686.04,956,Q
9686.972,932,Q
9687.9,928,Q
9689.036,1136,Q
9690.136,1100,Q
9691.016,880,Q
9691.924,908,Q
9693.072,1148,Q
9693.94,868,Q
9694.984,1044,Q
9695.82,836,Q
9696.836,1016,Q
9697.86,1024,Q
9698.628,768,Q
9699.628,1000,Q
9700.488,860,Q
9701.5,1012,Q
9702.468,968,Q
9703.376,908,Q
9704.412,1036,Q
9705.492,1080,Q
9706.308,816,Q
9707.296,988,Q
9708.228,932,Q
9709.236,1008,Q
9710.212,976,Q
9711.108,896,Q
9712.184,1076,Q
9713.252,1068,Q
9714.02,768,Q
9715.008,988,Q
9715.876,868,Q
9716.904,1028,Q
9717.804,900,Q
9718.812,1008,Q
9719.792,980,Q
9720.62,828,Q
9721.72,1100,Q
9722.752,1032,Q
9723.528,776,Q
9724.528,1000,Q
9725.344,816,Q
9726.356,1012,Q
9727.38,1024,Q
9728.388,1008,Q
9729.164,776,Q
9730.156,992,Q
9730.956,800,Q
9731.944,988,Q
9732.804,860,Q
9733.772,968,Q
9734.704,932,Q
9735.524,820,Q
9736.532,1008,Q
9737.528,996,Q
9738.484,956,Q
9739.264,780,Q
9740.228,964,Q
9740.972,744,Q
9741.944,972,Q
9742.688,744,Q
9743.644,956,Q
9744.416,772,Q
9745.352,936,Q
9746.236,884,Q
9747.124,888,Q
9748.108,984,Q
9748.86,752,Q
9749.844,984,Q
9750.808,964,Q
9751.544,736,Q
9752.512,968,Q
9753.228,716,Q
9754.196,968,Q
9754.924,728,Q
9755.896,972,Q
9756.624,728,Q
9757.604,980,Q
9758.324,720,Q
9759.292,968,Q
9760.044,752,Q
9761.012,968,Q
9761.748,736,Q
9762.704,956,Q
9763.512,808,Q
9764.46,948,Q
9765.376,916,Q
9766.256,880,Q
9767.26,1004,Q
9768.284,1024,Q
9769.064,780,Q
9770.016,952,Q
9770.84,824,Q
9771.812,972,Q
9772.676,864,Q
9773.632,956,Q
9774.508,876,Q
9775.412,904,Q
9776.512,1100,Q
9777.364,852,Q
9778.404,1040,Q
9779.164,760,Q
9780.104,940,Q
9780.904,800,Q
9781.824,920,Q
9782.7,876,Q
9783.608,908,Q
9784.508,900,Q
9785.344,836,Q
9786.32,976,Q
9787.316,996,Q
9788.036,720,Q
9788.98,944,Q
9789.736,756,Q
9790.668,932,Q
9791.4,732,Q
9792.356,956,Q
9793.316,960,Q
9794.024,708,Q
9794.98,956,Q
9795.692,712,Q
9796.652,960,Q
9797.364,712,Q
9798.312,948,Q
9799.024,712,Q
9799.952,928,Q
9800.656,704,Q
9801.588,932,Q
9802.296,708,Q
9803.232,936,Q
9803.932,700,Q
9804.868,936,Q
9805.576,708,Q
9806.52,944,Q
9807.216,696,Q
9808.176,960,Q
9808.9,724,Q
9809.86,960,Q
9810.58,720,Q
9811.544,964,Q
9812.256,712,Q
9813.212,956,Q
9813.972,760,Q
9814.912,940,Q
9815.776,864,Q
9816.708,932,Q
9817.64,932,Q
9818.456,816,Q
9819.456,1000,Q
9820.444,988,Q
9821.164,720,Q
9822.108,944,Q
9823.044,936,Q
9823.96,916,Q
9824.944,984,Q
9825.972,1028,Q
9826.712,740,Q
9827.648,936,Q
9828.46,812,Q
9829.408,948,Q
9830.168,760,Q
9831.104,936,Q
9831.88,776,Q
9832.816,936,Q
9833.58,764,Q
9834.52,940,Q
9835.452,932,Q
9836.252,800,Q
9837.284,1032,Q
9838.3,1016,Q
9839.06,760,Q
9840.036,976,Q
9840.784,748,Q
9841.772,988,Q
9842.752,980,Q
9843.484,732,Q
9844.444,960,Q
9845.216,772,Q
9846.156,940,Q
9847.08,924,Q
9848.008,928,Q
9848.744,736,Q
9849.72,976,Q
9850.516,796,Q
9851.62,1104,Q
9852.692,1072,Q
9853.596,904,Q
9854.616,1020,Q
9855.408,792,Q
9856.42,1012,Q
9857.148,728,Q
9858.144,996,Q
9858.88,736,Q
9859.872,992,Q
9860.616,744,Q
9861.592,976,Q
9862.324,732,Q
9863.296,972,Q
9864.032,736,Q
9865.008,976,Q
9865.744,736,Q
9866.712,968,Q
9867.428,716,Q
9868.392,964,Q
9869.096,704,Q
9870.076,980,Q
9870.8,724,Q
9871.744,944,Q
9872.58,836,Q
9873.536,956,Q
9874.484,948,Q
9875.36,876,Q
9876.38,1020,Q
9877.412,1032,Q
9878.176,764,Q
9879.116,940,Q
9880.024,908,Q
9880.888,864,Q
9881.904,1016,Q
9882.928,1024,Q
9883.692,764,Q
9884.652,960,Q
9885.476,824,Q
9886.448,972,Q
9887.348,900,Q
9888.284,936,Q
9889.056,772,Q
9890.168,1112,Q
9890.936,768,Q
9891.988,1052,Q
9892.796,808,Q
9893.748,952,Q
9894.608,860,Q
9895.608,1000,Q
9896.368,760,Q
9897.452,1084,Q
9898.252,800,Q
9899.252,1000,Q
9900.272,1020,Q
9901.004,732,Q
9901.992,988,Q
9902.756,764,Q
9903.716,960,Q
9904.436,720,Q
9905.392,956,Q
9906.12,728,Q
9907.084,964,Q
9907.808,724,Q
9908.76,952,Q
9909.48,720,Q
9910.44,960,Q
9911.14,700,Q
9912.116,976,Q
9912.816,700,Q
9913.792,976,Q
9914.496,704,Q
9915.46,964,Q
9916.156,696,Q
9917.12,964,Q
9917.84,720,Q
9918.796,956,Q
9919.528,732,Q
9920.472,944,Q
9921.212,740,Q
9922.172,960,Q
9922.884,712,Q
9923.848,964,Q
9924.56,712,Q
9925.524,964,Q
9926.224,700,Q
9927.196,972,Q
9927.912,716,Q
9928.884,972,Q
9929.608,724,Q
9930.568,960,Q
9931.288,720,Q
9932.24,952,Q
9932.952,712,Q
9933.892,940,Q
9934.712,820,Q
9935.636,924,Q
9936.452,816,Q
9937.348,896,Q
9938.396,1048,Q
9939.144,748,Q
9940.172,1028,Q
9940.98,808,Q
9941.912,932,Q
9942.608,696,Q
9943.64,1032,Q
9944.404,764,Q
9945.376,972,Q
9946.08,704,Q
9947.06,980,Q
9947.776,716,Q
9948.728,952,Q
9949.448,720,Q
9950.376,928,Q
9951.132,756,Q
9952.028,896,Q
9952.928,900,Q
9953.712,784,Q
9954.676,964,Q
9955.644,968,Q
9956.404,760,Q
9957.344,940,Q
9958.108,764,Q
9959.068,960,Q
9959.768,700,Q
9960.732,964,Q
9961.424,692,Q
9962.4,976,Q
9963.112,712,Q
9964.088,976,Q
9964.812,724,Q
9965.788,976,Q
9966.52,732,Q
9967.492,972,Q
9968.228,736,Q
9969.196,968,Q
9969.92,724,Q
9970.896,976,Q
9971.608,712,Q
9972.588,980,Q
9973.348,760,Q
9974.308,960,Q
9975.144,836,Q
9976.12,976,Q
9976.968,848,Q
9977.984,1016,Q
9978.904,920,Q
9979.864,960,Q
9981.02,1156,Q
9981.896,876,Q
9982.944,1048,Q
9983.684,740,Q
9984.688,1004,Q
9985.424,736,Q
9986.428,1004,Q
9987.192,764,Q
9988.184,992,Q
9988.932,748,Q
9989.94,1008,Q
9990.684,744,Q
9991.696,1012,Q
9992.44,744,Q
9993.22,780,Q
9994.392,1172,Q
9995.444,1052,Q
9996.436,992,Q
9997.432,996,Q
9998.364,932,Q
9999.316,952,Q
10000.048,732,Q
10000.76,712,Q
10001.888,1128,Q
10002.696,808,Q
10003.732,1036,Q
10004.488,756,Q
10005.48,992,Q
10006.212,732,Q
10007.204,992,Q
10007.936,732,Q
10008.928,992,Q
10009.676,748,Q
10010.672,996,Q
10011.408,736,Q
10012.404,996,Q
10013.148,744,Q
10014.124,976,Q
10014.892,768,Q
10015.868,976,Q
10016.624,756,Q
10017.616,992,Q
10018.372,756,Q
10019.36,988,Q
10020.176,816,Q
10021.14,964,Q
10022.064,924,Q
10022.976,912,Q
10023.972,996,Q
10025.024,1052,Q
10025.82,796,Q
10026.76,940,Q
10027.688,928,Q
10028.564,876,Q
10029.68,1116,Q
10030.46,780,Q
10031.504,1044,Q
10032.284,780,Q
10033.268,984,Q
10034.048,780,Q
10035.036,988,Q
10036.008,972,Q
10036.74,732,Q
10037.712,972,Q
10038.464,752,Q
10039.448,984,Q
10040.168,720,Q
10041.176,1008,Q
10041.916,740,Q
10042.916,1000,Q
10043.66,744,Q
10044.648,988,Q
10045.428,780,Q
10046.4,972,Q
10047.268,868,Q
10048.236,968,Q
10049.192,956,Q
10050.024,832,Q
10051.08,1056,Q
10052.116,1036,Q
10052.88,764,Q
10053.832,952,Q
10054.716,884,Q
10055.704,988,Q
10056.596,892,Q
10057.524,928,Q
10058.336,812,Q
10059.112,776,Q
10059.916,804,Q
10061.052,1136,Q
10062.096,1044,Q
10062.96,864,Q
10063.944,984,Q
10064.676,732,Q
10065.532,856,Q
10066.6,1068,Q
10067.476,876,Q
10068.332,856,Q
10069.388,1056,Q
10070.232,844,Q
10071.224,992,Q
10071.98,756,Q
10072.94,960,Q
10073.724,784,Q
10074.68,956,Q
10075.56,880,Q
10076.52,960,Q
10077.36,840,Q
10078.336,976,Q
10079.448,1112,Q
10080.312,864,Q
10081.36,1048,Q
10082.104,744,Q
10083.096,992,Q
10083.9,804,Q
10084.884,984,Q
10085.864,980,Q
10086.592,728,Q
10087.564,972,Q
10088.312,748,Q
10089.284,972,Q
10090.008,724,Q
10090.992,984,Q
10091.724,732,Q
10092.72,996,Q
10093.46,740,Q
10094.444,984,Q
10095.188,744,Q
10096.156,968,Q
10096.92,764,Q
10097.888,968,Q
10098.664,776,Q
10099.644,980,Q
10100.416,772,Q
10101.384,968,Q
10102.204,820,Q
10103.164,960,Q
10104.092,928,Q
10105.016,924,Q
10106.056,1040,Q
10107.008,952,Q
10108.044,1036,Q
10109.048,1004,Q
10109.836,788,Q
10110.768,932,Q
10111.616,848,Q
10112.596,980,Q
10113.368,772,Q
10114.38,1012,Q
10115.116,736,Q
10116.192,1076,Q
10116.932,740,Q
10117.956,1024,Q
10118.772,816,Q
10119.676,904,Q
10120.384,708,Q
10121.416,1032,Q
10122.38,964,Q
10123.392,1012,Q
10124.428,1036,Q
10125.228,800,Q
10126.176,948,Q
10127.052,876,Q
10128.044,992,Q
10128.92,876,Q
10129.968,1048,Q
10130.904,936,Q
10131.94,1036,Q
10132.752,812,Q
10133.756,1004,Q
10134.752,996,Q
10135.748,996,Q
10136.532,784,Q
10137.536,1004,Q
10138.52,984,Q
10139.5,980,Q
10140.264,764,Q
10141.236,972,Q
10142.004,768,Q
10142.968,964,Q
10143.708,740,Q
10144.692,984,Q
10145.688,996,Q
10146.424,736,Q
10147.404,980,Q
10148.144,740,Q
10149.128,984,Q
10149.852,724,Q
10150.832,980,Q
10151.564,732,Q
10152.532,968,Q
10153.3,768,Q
10154.268,968,Q
10155.036,768,Q
10156.0,964,Q
10156.844,844,Q
10157.8,956,Q
10158.684,884,Q
10159.56,876,Q
10160.624,1064,Q
10161.332,708,Q
10162.372,1040,Q
10163.224,852,Q
10164.104,880,Q
10165.12,1016,Q
10165.972,852,Q
10166.952,980,Q
10167.712,760,Q
10168.664,952,Q
10169.424,760,Q
10170.38,956,Q
10171.104,724,Q
10172.064,960,Q
10173.036,972,Q
10173.772,736,Q
10174.756,984,Q
10175.492,736,Q
10176.484,992,Q
10177.212,728,Q
10178.188,976,Q
10178.932,744,Q
10179.916,984,Q
10180.628,712,Q
10181.592,964,Q
10182.312,720,Q
10183.272,960,Q
10184.012,740,Q
10184.992,980,Q
10185.704,712,Q
10186.692,988,Q
10187.424,732,Q
10188.412,988,Q
10189.148,736,Q
10190.14,992,Q
10190.888,748,Q
10191.9,1012,Q
10192.64,740,Q
10193.64,1000,Q
10194.392,752,Q
10195.384,992,Q
10196.144,760,Q
10197.128,984,Q
10197.936,808,Q
10198.92,984,Q
10199.832,912,Q
10200.784,952,Q
10201.648,864,Q
10202.544,896,Q
10203.624,1080,Q
10204.356,732,Q
10205.416,1060,Q
10206.288,872,Q
10207.212,924,Q
10208.312,1100,Q
10209.148,836,Q
10210.172,1024,Q
10210.904,732,Q
10211.908,1004,Q
10212.644,736,Q
10213.652,1008,Q
10214.404,752,Q
10215.404,1000,Q
10216.144,740,Q
10217.144,1000,Q
10217.892,748,Q
10218.888,996,Q
10219.644,756,Q
10220.632,988,Q
10221.396,764,Q
10222.388,992,Q
10223.128,740,Q
10224.132,1004,Q
10224.856,724,Q
10225.856,1000,Q
10226.596,740,Q
10227.588,992,Q
10228.332,744,Q
10229.324,992,Q
10230.072,748,Q
10231.072,1000,Q
10231.808,736,Q
10232.808,1000,Q
10233.536,728,Q
10234.536,1000,Q
10235.284,748,Q
10236.304,1020,Q
10237.048,744,Q
10238.084,1036,Q
10238.84,756,Q
10239.864,1024,Q
10240.636,772,Q
10241.64,1004,Q
10242.484,844,Q
10243.496,1012,Q
10244.42,924,Q
10245.392,972,Q
10246.372,980,Q
10247.168,796,Q
10248.204,1036,Q
10249.228,1024,Q
10249.98,752,Q
10250.976,996,Q
10251.752,776,Q
10252.756,1004,Q
10253.76,1004,Q
10254.504,744,Q
10255.492,988,Q
10256.256,764,Q
10257.216,960,Q
10258.084,868,Q
10259.016,932,Q
10259.964,948,Q
10260.812,848,Q
10261.808,996,Q
10262.812,1004,Q
10263.76,948,Q
10264.572,812,Q
10265.536,964,Q
10266.356,820,Q
10267.32,964,Q
10268.192,872,Q
10269.164,972,Q
10270.032,868,Q
10270.956,924,Q
10272.052,1096,Q
10273.136,1084,Q
